id,saleprice
2658,114222.43521043974
2718,152879.83083063827
2414,209283.90624623958
1989,106282.64359038504
625,195922.88890016853
333,77979.45158160623
1327,103793.19935475259
858,143697.6904495188
95,166568.964496036
1568,187746.5107557026
2482,116292.6134172955
1364,122742.86691395572
2584,140690.07193468584
818,314031.5874994986
2673,149560.16516567022
2089,134658.65090869053
1297,149618.89826197908
790,106905.27144187757
2616,217218.19848755898
720,190453.87189885223
222,156333.15351359895
557,134958.71169632906
1148,145795.7692841818
2766,176074.5264809052
534,185557.142396476
1452,117736.74894000778
630,118046.79331732029
2648,104000.72105846768
125,156706.18114909757
1904,60014.0716320537
1670,97634.36189791636
756,96734.57496076766
717,229903.28655789315
1032,162882.40011290618
852,213950.13579018693
1731,179367.6774317719
2639,106297.11018506534
2071,94809.3835883969
1267,121208.42611462182
1851,213238.8219875864
567,146458.3605826672
2439,208203.2300056619
1898,150656.17998822272
647,180943.58355036727
2256,205271.69292332005
979,98293.64957647046
1444,221420.43537150993
2485,128640.75609547592
157,128560.71278087259
88,127426.8647699575
2003,90741.15603495603
186,203497.01864679085
1425,239019.50673541724
2695,109596.09495241044
738,108039.37640267027
395,164761.76953829432
1353,177708.8179903707
1878,146686.17550714986
390,158917.62836334063
1456,238425.10374131578
1103,318061.0214222098
1387,114176.55812501487
2070,153674.3851226743
1199,171374.01615709683
2479,162958.67959607288
501,311462.81276911625
2362,88710.42617159041
1718,228950.88734362955
2188,74190.77634657442
1483,133565.52611393388
2557,82250.86631835702
437,371813.12617544073
2224,236604.13505202677
1628,174210.48744206963
397,152804.73927351888
587,193093.12917644458
971,158915.9859136601
2611,143786.88391643783
1887,110301.14005375867
2399,359383.66631700087
2148,207249.64967286272
304,107970.2329792365
1997,120851.99304049896
2817,123980.43077073358
1431,213218.06084067244
427,335240.2595306146
263,131352.35512737493
598,179630.9070585147
2895,265101.81712864374
687,151738.66769684735
1822,133574.49172387144
2191,75505.53401052683
179,122438.4658385828
1009,265969.90327857
2010,122729.5563352618
1991,152746.74589001804
1411,161469.72670849506
1721,248700.64177078643
1144,192280.39316229528
593,214867.95626668935
575,308035.9175039643
1249,182524.3620457783
1604,131842.19899788388
1064,359578.46144601324
1923,156918.30783764037
1988,121029.39020327864
2325,169930.6892286962
114,193006.1793194905
2700,150316.70142633168
217,131106.35748842134
343,188442.76373619473
386,237952.55222813896
2005,130187.95484373893
2908,145069.23096308525
1814,234617.08462263196
2446,448682.3020231307
208,154262.3768767398
1679,106801.29935171471
822,297030.26393300644
6,176361.56352727136
1781,337746.9339030972
2397,317840.1959344159
2340,331953.45350243856
1618,173757.15618944014
2843,123191.91860645598
